"Nomor","Judul","Review","Rating","Link"
"187","Harry Potter and the Deathly Hallows","akhirnya selesai sudah membaca harry potter, dan khusus untuk deathly hallows ini adalah kali kedua. hebatnya, keseruan itu masih tetap terasa bahkan lebih. padahal udah nonton filmnya, udah tahu ceritanya. mungkin karena bacanya penuh penghayatan, nggak kayak dulu kudu cepat-cepatan. maklum, buku pinjaman, haha.","4","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"188","Harry Potter and the Deathly Hallows","Buku ini aku baca ketika waktu masih SMP dulu. Menarik. Buku ke-7 dari sekuel Harry Potter ini menurutku menjadi yang terbaik dibanding sekuel lainnya. Terutama tentang Snape di akhir cerita. Jika dibanding dengan film-nya, tentu banyak adegan yang tidak dapat ditampilkan di film.","4","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"189","Harry Potter and the Deathly Hallows","cuma satu kalimat: imajinasi J.K. Rowling selalu bikin gw kagum, keren!","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"190","Harry Potter and the Deathly Hallows","lagi baca ulang, nemu yang versi indonesia di perpus. ga kaya dulu, nge-print beratus-ratus halaman hanya demi ini.","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"191","Harry Potter and the Deathly Hallows","Barangkali karena setting umum di novel ini bukan lagi di Hogwarts, entah kenapa saya merasa aneh ketika membacanya. Tetapi, bukan khas J.K Rowling jika bukunya tidak memiliki kejutan-kejutan di dalamnya. Saya shok begitu membaca kalau salah satu tokoh favorit saya menjadi korban Vodlermor. Benar-benar deh, bahkan hingga akhir pun serial Harry Potter sangat layak untuk dibaca oleh siapapun yang menikmati fantasi.","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"192","Harry Potter and the Deathly Hallows","wow! bukunya bagus banget. akhir yang menyenangkan.","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"193","Harry Potter and the Deathly Hallows","seri harry potter yang aku ga suka endingnya... tapi ya itu kan uda keputusan dari si JKR..","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"194","Harry Potter and the Deathly Hallows","sayang banget cerita yang amat sangat populer ini berakhir kayak dongeng para putri. and they live happily everafter...","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"195","Harry Potter and the Deathly Hallows","baca buku ini dari ebooknya saja..^^ lumayan seru ..tapi endingnya kurang bagus.. segitu aja ya reviewnya.. ^^","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"196","Harry Potter and the Deathly Hallows","Last HP book!!! so dark....but somehow cool! sedih bgt gara2 tokoh2 yg mati..huhuhu... tp menurut ku epilognya dangkal banget...kurang greget...mungkin akan tampak lebih baik kalo Harrynya yg mati...hehhee..(pasti banyak yg protes..)","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"197","Harry Potter and the Deathly Hallows","Di antara semua serian Harry Potter, aku kurang suka seri yang terakhir ini. Kenapa? karena menurutku kesannya buku ini dibuat JK setengah-setengah atau asal tamat. Cerita bagian tertentu sudah bisa diduga, jadi nothing suprised, but overall good","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"198","Harry Potter and the Deathly Hallows","akhir yang sangat garing dari sebuah petualangan besar... mungkin karena dipaksa harus tamat di episode ke-7.. mungkin juga penulisnya udah gak tau lagi mesti nyeritain apa. yang pasti gue kehilangan mr.snape.. bye2 mr.snape..","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"199","Harry Potter and the Deathly Hallows","Dibandingkan buku lain, buku ini sangat sedikit sekali berada di Hogwarts, which is I dont like it. Misteri masa lalu valdemort sudah hampir habis dibahas di buku sebelumnya, dan tak ada lagi yang cukup menarik untuk dikuak di buku terakhir ini. Juga pertarungan terakhir berasa kurang klimaks. Atau mungkin saya hanya terlalu berekspektasi tinggi akan akhir serial ini.","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"200","Harry Potter and the Deathly Hallows","akhir yg cukup buruk utk kisah Harry Potter yg fenomenal. memang sulit merangkum kisah akhir menjadi satu buku. banyak kejadian penting yg seolah2 dipaksakan dan terlalu cepat. bahkan banyak tokoh yg tewas dgn kisah yg kurang greget, kurang mengharukan. namun, Harry Potter, tetaplah Harry Potter, kisahnya selalu ditunggu dan selalu menghibur para fansnya","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"201","Harry Potter and the Deathly Hallows","Menarik sih... tp entah kenapa ketertarikanku terhadap buku pertama jauuuuhhh lebih besar dibandingkan pada buku ini. Aku bisa membaca buku pertama berulang kali tanpa merasa bosan... tp rasanya buku yg ini cukup dibaca satu kali saja deh. Itupun hasil minjem secara paksa dari teman. Hehehe.. Sorry..","3","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"202","Harry Potter and the Deathly Hallows","Sorry ya kalo aku nggak gitu suka buku terakhir Harry Potter. Jalan ceritanya terlalu sederhana menurutku, terlalu mudah, lebih banyak terfokus ke temen2 Harry, dan akhirannya nggak masuk akal. Terlalu mengada2. Jadi sebel dan kecewa. Buku terakhir gitu lho! Pasti kan kita mengharapkan aksi Harry sendiri lebih banyak, lebih dari sebelum2nya. Dan seharusnya antara Harry, Ron, dan Hermione sudah saling benar2 memahami satu sama lain (seperti di versi fansnya), tidak ada lagi keraguan antara mereka bertiga setelah semua yang mereka lalui bersama. Akhiranya juga nggak seru, nggak ada duel antara Harry dan Voldermort. Payah deh! Padahal itu yang paling ditunggu-tunggu kan! Aku malah lebih suka versi satu laginya yang dikarang fansnya Harry Potter. Ceritanya lebih seru, lebih fokus ke Harry, dan akhirannya lebih bagus dan masuk akal. Apalagi pas Harry duel ama Voldermort, seru banget tuh! Patut diacungin jempol dah! Sayang nanti yang dibikin filmnya pasti versi aslinya ya. Hiks.....","2","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"203","Harry Potter and the Deathly Hallows","Hmm.. jujur siyh..penutup dari kisah Harry Potter ini kurang dari yang saya harapkan. Kurang sentuhan ""Wow"" nya seperti buku-buku pendahulunya. Mungkin J.K. Rowling sudah kelewat bosan dan terus didesak untuk segera mengeluarkan kisah penutup dari penyihir terkenal khayalannya ini. Jadi banyak cerita yang kesannya bergaya agak telenovela.","2","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"204","Harry Potter and the Deathly Hallows","Hhhhhhhhh.... sebagai pembaca setia, saya agak kecewa dengan endingnya. kesannya kok di paksain banget selesainya. kaitan antar sejarah kayak di sambung2in biar keliatan nyambung. Nggak lg sejenius 4 buku pertamanya. Tapi untuk sebuah seri,... Buku ini tetap Super jenius.","2","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"205","Harry Potter and the Deathly Hallows","sebenernya dah lama nih kelar buku ini, tp berhubung tadi baru liat berita tentang pilemnya, jadi keingetan lagi... endingnya kok happy?? padahal ngarepin harry potternya adalah voldemort itu sendiri... jadi mati 2-2 nya, he he *penggemartwistsejati","2","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"206","Harry Potter and the Deathly Hallows","Mengecewakan endingnya terlalu sederhana. Cuma 80% yang bagus.","2","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"207","Harry Potter and the Deathly Hallows","terlalu banyak kematian, endingnya nggak seperti yang kuharapkan...","2","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"208","Harry Potter and the Deathly Hallows","buku terakhir dari cerita harry potter....tapi anti klimak bngt....","1","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"209","Harry Potter and the Deathly Hallows","Cuman ini satu-satunya seri harpot yang saya baca!!","1","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"210","Harry Potter and the Deathly Hallows","kegelapan pasti akan hancur","1","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"","","","",""
