"Nomor","Judul","Review","Rating","Link"
"120","Harry Potter and the Goblet of Fire","Tidak, tidaaaakkk!!! Kenapa si Harry Potter makin lama makin tebel aja?? Gw merasa kayaknya gw dah sampai di titik kebosanan dalam membaca novel-nya JK Rowling ini. Tadinya gw beli karena sapa tau bisa suka lagi. Bukannya suka, gw malah merasa gw makin jadi kayak anak kecil diajak berimajinasi yang aneh2, ga karuan, dan mustahil terjadi. Palagi setelah nonton filmnya yang menurut gw jauh banget dari bayangan gw sewaktu gw baca Harry Potter 1. Enough!! Mau terbit mpe berapa juga gw udah eneg bacanya..hoek!","1","https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire"
"121","Harry Potter and the Order of the Phoenix","4,8 ⭐ Series Harry potter yang tidak bisa aku kasih full 5 bintang, masih tetep seru, hanya saja karena bukunya tebal, dan dibeberapa part ada yang bikin aku ngantuk saat baca, karena ga penting² banget, selain itu tetep bagus😍.  Di buku-buku sebelumnya tuh masih kerasa ya vibes anak-anak, seru-seruan, happy-happy gitu, menginjak buku ke-5 ini langsung terasa bedanya, lebih gelap, lebih tegang, dan kerasa gitu kebangkitan ""you know who"", dan di buku ini tuh Harry bawaannya gundah terus ala-ala abg. Part romance juga semakin banyak, hanya saja aku bukan pendukung couple Cho x Suheri😒 soalnya Cho tuh kek princess, manja, cantik, kalem, sedangkan Suheri butuhnya yang kaya Merida, yang adalah Ginny, dasar ga peka ya lu her😡 (padahal mah suka-suka author lah😂). Dan ga lengkap review ini kalau belum apresiasi author atas kepintarannya bikin karakter Dolores Umbridge yang asdfgh🤬 kok ada ya orang kaya gitu😆 cast versi filmnya juga mirip banget sama deskripsi bukunya, keren.. walaupun masih jahatan versi buku kalau diperhatikan.","5","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"122","Harry Potter and the Order of the Phoenix","God!!!! This book is so amazingggg!!! Meskipun fav aku tetep buku 3 tp buku ini kok emosional bgt sihhhh sedih tauuu😭 aku makin cinta hp series gegara buku ini, selesai baca berasa ditinggalin org yang disayang, aku lagi sehampa harry sekarang😭 Seandainya ada keajaiban buku 6 dan 7 tiba-tiba ada di rak bukuku😭 pengen baca selanjutnya😭","5","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"123","Harry Potter and the Order of the Phoenix","Novel ini adalah novel dengan halaman paling banyak yg pernah aku baca (sampai postingan ini dibuat). Hahaha. Seru dan kompleks petualangannya. Ga tau kenapa, aku selalu kebawa suasana kalo udah bawa hubungan Harry Potter sama Sirius Black tuh 😂","5","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"124","Harry Potter and the Order of the Phoenix","so dark and angsty!! bisa dimaklumi kalo harry kerjaannya marah2 melulu disini. apalagi kematian sirius... temen gw sampe ngaku2 jandanya sirius black,,hehehe... filmnya juga bagus bgt, meski temen2 gw komentar daniel radcliffe rambutnya kayak bapak2... tp secara kualitas akting, meningkat bgt. damn, filmnya bagus. tp gw heran,,kenapa di hogwarts bisa da radio ya?? itu kan benda listrik, dan menurut buku Sejarah Hogwarts, benda2 listrik bakalan segera rusak kalo dibawa masuk Hogwatrs, karena terlalu banyak sihir yang beterbangan... *am i sounds like hermione??*","4","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"125","Harry Potter and the Order of the Phoenix","Harapannya sesudah baca buku keempat bakal menemukan yang lebih seru. Apalagi melihat ketealan bukunya maksimal :P ternyata ga sesuai dengan presiksi. Buku ini ga seseru sebelumnya. Ga tau kenapa.... mungkin terlalu banyak nama yang beru muncul. trus kesibukan dan kegiatan LD...yang diceritakan dengan cara yang sedikit ngebosenin. Entahlah... Serunya muncul ketika terjadi perang di kementrian sihir itu. Wah...udah pas bagian akhirnya tuh. Hehehe... Btw, kasian Sirius Black. Baru bisa menikmati hidup lagi...udah keburu di'mati'in. hm..","4","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"126","Harry Potter and the Order of the Phoenix","love this book too...di sini dunia sihir udah lebih bercampur dengan dunia manusia. seru dan tegang juga. alurnya bagus. meskipun gue ga suka sirius harus mati. hikxx...tapi keren deh tetep. heheheh..filmnya ga bagus2 amad sih. secara pas battle yg keren ituh ehhh ceritanya yaa hanya begituh doank. gak berasa serunya..hehehe. but still good 4 read..^^","4","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"127","Harry Potter and the Order of the Phoenix","sebenarnya agak gemes dengan harry yang bisa sampai lupa dengan cermin dua arah yang dihadiahkan Sirius Black kepadanya. tapi...jujur, saya akui, kepelikan kisah yang dialaminya --lebih tepatnya kepelikan alur cerita yang dibuat Mrs. Rowling memang keren karena membuat saya pun terlupa bahwa ada cermin tadi...","4","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"128","Harry Potter and the Order of the Phoenix","Bukunya ketebalan. Rasanya penyajiannya sedikit bertele-tele. Romansa Harry dan Cho juga ga terlalu menarik diceritakan.","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"129","Harry Potter and the Order of the Phoenix","kurang plot twist di ending sih, padahal udah ngarep. novelnya panjaaang, agak bosen bacanya, kok gak selesai-selesai @.@","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"130","Harry Potter and the Order of the Phoenix","Dari semua buku Harry Potter, ini yang paling tebal. Saya saja membacanya sampai jenuh sendiri dan terpaksa menyicil untuk menyelesaikannya. Tetapi cerita di petualangan kali ini sebenarnya sangat menarik. Bayangkan saja bila Hogwarts tiba-tiba diambil alih oleh Kementerian Sihir dan posisi Dumbledore sebagai kepala sekolah digantikan oleh orang pemerintahan, Dolores Umbridge, wanita tua yang berwajah seperti kodok. Namun saya sangat menikmati emosi yang ditampilkan J.K. Rowling dalam diri Harry. Sesuai dengan perkembangan usianya memasuki pubertas, karakter Harry digambarkan sangat manusiawi, mencoba menjadi pemberontak, agresif, dan menentang segala sesuatu yang berlawanan dengan idealismenya. Di buku ini, Harry juga untuk pertama kalinya menyadari bahwa dirinya mempunyai hubungan batin tersembunyi dengan Lord Voldemort!","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"131","Harry Potter and the Order of the Phoenix","Jika dilihat sebagai hiburan… cukup menghibur. Tetap dengan nuansa persahabatan dan petualangan yang tak bisa diduga mau berakhir seperti apa. Penulis yang cerdas. Memiliki semua, dari awal sampai akhir di kapala na, bukan di tebakan pembaca. Setidak na itulah kelebihan JK Rowling untuk seri-seri cerita na. mengalahkan kekurangan na dalam hal setting waktu yg monoton. Why??? Cz bu JK selalu membuat serangan voldemord selelu mendekati akhir tahun pelajaran sehingga setiap selesai pertarungan or serangan tersebut maka berakhir pula tahun ajaran yg mengharuskan harry pulang kembali ke rumah paman dan bibi na yg akan disambung di buku berikut na. Ntah ini kekuatan penulis or justru membosankan. Toh nyata na buku ini, ceruta ini tetap laku juga.... walo tetap saja rhe telat membaca na...","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"132","Harry Potter and the Order of the Phoenix","seri terkelam dari harry potter, gimana enggak?baru 2 taon ketemu ma walinya eh...meninggal, ya kagak jodoh kali ya?tapi disini emang bener2 kelam, selain harry potter harus kehilangan orang yang paling dia sayang, karakternya juga mulai terbaca di nomer ini. gimana caranya marah karena merasa semua orang terlalu menganggapnya ""kecil"", sampe ""keegoisan"" dia untuk melindungi orang yang paling dia sayang sampe kadang-kadang ""ngorbanin"" yang lain juga, untungnya temennya support banget sama semua yang dia lakukan...di nomer selanjutnya dia mulai sering marah n ""egois""nya sering keluar juga","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"133","Harry Potter and the Order of the Phoenix","Dapat buku ini tahun 2004 ketika sdang heboh-hebohnya hingga harus pesan segala. Untung aja, saat itu aku dibeliin alias sebagai hadiah ultah. Kurang lebih sepekan membacanya. Penuh dengan kemarahan. Penuh dengan intrik dan kebencian. Dan yang paling menyedihkan adalah kematian Sirius, ayah angkat Harry... Setelah baca seri 5 ini, aku belum minat lagi untuk membaca lanjutannya... Entah kenapa buku ke-5 ini masih bikin ilfil :D","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"134","Harry Potter and the Order of the Phoenix","Menurut aku ini buku yang paling membosankan dan menyebalkan. Halamannya tebal (1200 halaman!) Tapi ceritanya terlalu bertele2 dan ada tokoh yang menyebalkan (Dolores Umbridge) sampai rasanya ingin cepat2 selesai membaca. Tapi adegan yang seru waktu Fred & George membuat kekacauan dengan kembang apinya. Oke!","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"135","Harry Potter and the Order of the Phoenix","Klo menurutku ini adlah novel Harry Potter yang termasuk membosankan. Entah kenapa aku tidak merasakan ketagangan yang berarti. Sampai pada cerita Sirius Black yang tewas, bru aku kembali merasakan semangat cerita kembali lagi..","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"136","Harry Potter and the Order of the Phoenix","Buku Harry Potter yang paling gw ga suka. Isinya terlalu bertele-tele, banyak ga pentingnya. Sepanjang baca gw bertanya-tanya, mana nih serunya? Akhirnya ketemu juga bagian yang seru pas Harry cs berpetualang di departemen misteri. Pemberontakan si kembar weasley juga mayan lucu.","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"137","Harry Potter and the Order of the Phoenix","Nggak tau ya, nggak terlalu suka ama seri yang ini. Tapi, teteeup abis dilahap lah :D","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"138","Harry Potter and the Order of the Phoenix","Harry Potter yang ini lumayan. Kalau gak salah ngabisin bacanya dua hari, langsung sakit mata ;p Sayangnya sirius meninggal di buku ini.. oh maap ya spoiler","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"139","Harry Potter and the Order of the Phoenix","Karena terlalu tebal jadi terkadang saya kurang bisa fokus membacanya, klimaksnya tidak begitu terasa karena ada banyak. Menurut saya ini satu-satunya novel Harry Potter yang agak membosankan untuk dibaca, mungkin karena terdiri dari 1000 halaman lebih. Kisahnya tentang sebuah orde rahasia: Orde of Phoenix yang akan melawan para pelahap mau,t dan tentang perebutan sebuah ramalan di kementrian sihir yang berisi tentang nama seseorang yang bisa mengalahkan Voldemort. Siapakah dia? Harry Potter lah jawabnnya, siapa lagi.","2","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"140","Harry Potter and the Order of the Phoenix","pada dasarnya ngga suka cerita cerita fantasi,.. tapi pas selama ngebacanya hari-hariku dipenuhi mimpi mimpi menjadi Harry Potter -____-"",.. bukunya sampai lecek soalnya di bawa tidur, di jadiin guling, kadang juga jadi bantal atau selimut :d. jadi ya, buku bagus lah menurutku, ampe yang ngga suka fantasi kayak aku aja ampe kebawa fantasinya pas tidur, hehe","2","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"141","Harry Potter and the Order of the Phoenix","Mulai sucks.... terlalu panjang... bertele2... cuma seru terakhirnya doank...","2","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"142","Harry Potter and the Order of the Phoenix","Ini buku Harry Potter yang paling membosankan menurut gue. Bukunya terlalu tebal dan bertele2 tapi gak ada seru2nya.","2","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"143","Harry Potter and the Order of the Phoenix","ga seru bertele-tele dan menjemukan. Tidak sekeren seri harry potter lainnya","2","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"144","Harry Potter and the Order of the Phoenix","aduh tau deh buku harpot paling bosenin kayaknya TT","2","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"145","Harry Potter and the Order of the Phoenix","Point terpenting dari buku ini adalah: Sirius Black mati. Itu aja. The rest was sinetron abis. Gemes banget sama si mentri sihir yang denied the truth, jd jengkel bacanya.","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"146","Harry Potter and the Order of the Phoenix","Adegan-adegan yang Ngga Muncul di film Jadi Alasan Buat Baca Nih Buku.","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"147","Harry Potter and the Order of the Phoenix","Sebetulnya sama saja dengan buku-buku Harry Potter sebelumnya, malah plot cerita cenderung mendatar, tapi masih penuh dengan kejutan-kejutan yang baru","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"148","Harry Potter and the Order of the Phoenix","hmm,,, buku yang kelima ini ngga begitu berkesan di ingatan ak walau pun tebel bukunya ampun-ampunan n ceritanya agak berat dibanding buku2 terdahulunya..","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"149","Harry Potter and the Order of the Phoenix","Sebenernya nih buku okey, tapi ya gitu ceritanya terlalu bertele-tele...","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"150","Harry Potter and the Order of the Phoenix","krenn si . tapi filmnya sangat mengeccewakan .","3","https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix"
"151","Harry Potter and the Half-Blood Prince","Buku 6 ini lebih fun daripada buku 5. Tapi 10 bab terakhir mulai intens dan klimaksnya bikin nyesek. Mau rehat dulu sebelum baca buku 7 yang mestinya lebih suram.","5","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"152","Harry Potter and the Half-Blood Prince","Semakin menuju buku terakhir semakin kelam juga ceritanya. Walauun tebal, buku ini tidak membosankan sama sekali, tidak seperti buku sebelum ini yang agak bikin mengantuk di beberapa part. Voldemort benar-benar dikupas tuntas di buku ini asal-usulnya, sehingga tidak penasaran lagi siapa dia dan kenapa jadi villain dsb. Menurutku dari ketujuh buku, ini buku tersedih sih (sudah baca buku ke-7), apalagi pas mendekati ending, sad banget😭. Suasana Hogwarts juga suram banget, kebayang syok dan sedihnya murid-murid. Apalahi pas scene phoenixnya meratap gitu, nangis banget ih😭 kasihan... Lanjut reread buku terakhir yang ga kalah tebal😆🔥.","5","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"153","Harry Potter and the Half-Blood Prince","I love this book so much. Bukunya ga lebih tebal dari Orde of Phoenix tapi lebih berkesan. Perkembangan karakternya terasa kuat disini. Storyline nya juga epik. Ini buku Harry Potter favorit saya bersama dengan Goblet of Fire. Layak dibaca","5","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"154","Harry Potter and the Half-Blood Prince","pas awal-awalnya rada ngebosenin. tp pas ditengah-tengah diceritain tentang tom riddle secara detail, itu part paling kusukaa, jadi tau tentang tom.","4","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"155","Harry Potter and the Half-Blood Prince","4 bintang. Aku gak akan nulis review panjang-panjang kayaknya. Aku lebih suka dua buku sebelumnya karena lebih banyak hal yg terjadi, jadi lebih berwarna. Namun gak berarti buku ini buruk, sama sekali enggak. Sejujurnya aku udah spoiled soal apa yg terjadi di buku ini (jelas kan filmnya dah keluar juga dari kapan tau), lumayan bersyukur karena jadinya gak gitu syok, tapi merasa ada yg kurang juga. Btw....gimana bisa ada orang se-bijak dan se-kalem Dumbledore? :""","4","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"156","Harry Potter and the Half-Blood Prince","Ini karya J.K Rowling yang ke-6. Hmm, bahasanya agak sedikit sulit untuk dimengerti karena itu hasil translate-an. Jadi, sabar aja bagi penggemar HarPot yang masih junior karena memerlukan sedikit kelapangan otak untuk mencerna kata-katanya. Tapi kalau udah ngerti nanti juga akan asyik membaca isinya yang menceritakan tentang Perjuangan Harry, Ron and Hermione mencari Horcrux. Baca aja ya untuk lebih lengkapnya.","4","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"157","Harry Potter and the Half-Blood Prince","buku yang mengaduk2 emosiku..DUMBLEDORE MATI..dibunuh SNAPE lagi..waktu baca buku ini,keselnya setengah mati..pengen cpt baca buku t'akhernya..biar tau Snape bakal b'akher kya gimana..jengkel banget..soalnya di buku ini,org2 jahatnya pada menang..aku bli mahal2 kan bukan buat tau yg jahat yg bakal menang..ngerti gitu aku ga usah baca aja,pasti nanti byk yg crita..","4","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"158","Harry Potter and the Half-Blood Prince","Buku ke-6 Harry Potter ini sdh kuduga, gak seru walau klimaksnya mengejutkan. Makanya butuh wkt agak lama menyelesaikan buku ini. Dari awal buku ini intinya lebih mengetengahkan mengolah kisah flashback asal mula orangtua Voldemort dan Voldemort sendiri. Dan rahasia yg menyertai si Pangeran Kegelapan ini. Yg menjadi pertanyaan saya, kenapa Dumbledore ini jadi kelewat naif dan bodoh di buku ini ya 🤔 Harry Potter sbg main character jg sbg org kepercayasn Dumbledore jg terkesan msh ""hijau"", belum matang. Yg pasti relasi Harry Potter dgn Severus Snape makin meruncing. Tambahan tokoh² baru cuma makin bikin puyeng aja, gak ada yg signifikan. Jujur aja aku bukan Harpot mania jg sih. Biasa aja selama baca buku² seri ini. Dan saya gak sabar baca buku ke-7, finalisasinya. Siapkan batin.","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"159","Harry Potter and the Half-Blood Prince","the worst !!! ini seri harry potter yang paling buruk. feel so disappointed when i was read this book, it's feel that i was read a cheap teenlit books!! bener2 seperti baca buku remaja yang kisahnya cuma percintaan gak jelas, serunya cuma di bagian akhir, sangat terlihat disini Jk Rowling memenuhi 'keinginan' pembaca, imajinasi liar yang gw baca itu sangat terlihat di buku 1-4, buku 5 itu bagus karena masuk ke inti cerita yang mengupas misteri satu persatu.. tapi ini cuma ada kisah cinta, bagian seru di akhirrr.. jadipenasaran sama buku terakhirnya? mengecewakan atau tidak ya?","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"160","Harry Potter and the Half-Blood Prince","Baca sebelum join Goodreads dan pinjam di taman baca lokal. Maybe I need to do a re-read to know if my opinion will differ from when I read this in my college years. Eniwei, yang gue ingat, dulu spoiler buku 6 bertebaran bahkan sampai masuk koran, sementara terjemahannya belum terbit XD. Dan inget juga betapa waktu itu deg2an pengen tahu nasib Harry di buku 7 gimana, jadi waktu nunggunya itu udah kayak torture banget dan juga ingat waktu itu di TV banyak siaran orang ngantri beli buku HP di UK sampe pada buka tenda di luar toko buku X)).","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"161","Harry Potter and the Half-Blood Prince","Buku paling Lot dari cerita-cerita J.K Yang lain, tapi kalo tanpa buku ini seri Harry Potter gak akan pernah utuh dan gak akan pernah selsai juga sih! Disini J.K ngungkapin mistri-misteri yang slama ini Harry dan para pembaca gak tau! Tapi sedih juga sih sebenernya, pas baca Dumbledornya mati, tapi yang bikin aku terus baca itu tu...... Kisah Ron ama Hermione!","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"162","Harry Potter and the Half-Blood Prince","Entah kenapa tidak se-excited ketika membaca seri 1-5. Kurang gereget aja *diebukin pottermore* Engga dapet feeling buku ramuannya itu akhirnya berkorelasi dengan salah satu guru Hogwarts. Engga se""feel"" ketika Ginny dapet buku dari Riddle di Chambers of Secret. Overall nice sih, buat menjembatani dengan buku ke tujuh (yang baru aja sedang saya baca).","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"163","Harry Potter and the Half-Blood Prince","sedih.... benerkan klo memang yg nama na Snape tu jahat, ternyata memang dia musuh di dalam selimut, bawahan langsung Lord Voldemort dan dengan tega menghabisi nyawa Dumbledore. trus sapa sekarang yg nglindungin harry?","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"164","Harry Potter and the Half-Blood Prince","dsini bagian akhirnya..mata udah basah pas waktu harry dg dumbledore nyari2 liontin RAB..udah sakit2an berjuang,ga taunya liontinnya palsu. trakhir waktu dumbledore mati..sukses menitikkan air mata saya pada waktu dulu.","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"165","Harry Potter and the Half-Blood Prince","Plot agak lambat menurut saya, tapi endingnya cukup mengaduk emosi. Dan bener kata Ery, temenku si katalog jangan dicabut itu :p, bikin penasaran ama buku terakhirnya.","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"166","Harry Potter and the Half-Blood Prince","seri ke-6 ini bikin aku jelas ttg asal usul the dark lord .. memang agak seih sih klo' Dumbledore mati.. apalagi kena kutukan avada kedavra . bikin semakin gk sabar buat baca next episode..","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"167","Harry Potter and the Half-Blood Prince","Adegan-adegan yang Ngga Muncul di film Jadi Alasan Buat Baca Nih Buku.","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"168","Harry Potter and the Half-Blood Prince","Kecewa! Dumbledore mati... Tapi ceritanya bagus, masih serupa dengan buku-buku sebelumnya","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"169","Harry Potter and the Half-Blood Prince","bagus banget, tapi masih seruan yang no.5...","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"170","Harry Potter and the Half-Blood Prince","Seru dah pokoknya buku ini bagi yang belum pernah baca bakal nyesel seumur hidup He7x.. :)","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"171","Harry Potter and the Half-Blood Prince","mantappp . yang ini paling kreen . ada sediihnya, asmaranya , kejam. lengkap !","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"172","Harry Potter and the Half-Blood Prince","hmmsama kaya HP yg laen bagus..tp kok mesti pake maati siy..bikin sedih ajah..","3","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"173","Harry Potter and the Half-Blood Prince","emang banyak se informasi baru yang didapat dari nomer ini, tapi secara keseluruhan aku nganggepnya nomer ini cuma sebagai ""jembatan"" buat yang nomer akhir, gak terlalu banyak kejutan dan berlangsung ""datar"" aja...mungkin ini kali ya seri yang aku paling lama bacanya (karena bosen), tapi rowling emang selalu penuh dengan kejutan, ga nyangka yang terakhir mati mesti gurunya sendiri","2","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"174","Harry Potter and the Half-Blood Prince","Favorit saya tetap seri 1 sampai 4; di mana suspensnya sangat kuat terasa dan ending yang selalu mengejutkan. Tapi novel ini di luar ekspektasi. Ada beberapa bagian di mana saya membacanya terengah-engah, seolah ingin segera menyudahi membacanya.","2","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"175","Harry Potter and the Half-Blood Prince","bukunya bagus menarik untuk dibaca. kalo gak pecaya coba aja dech","2","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"176","Harry Potter and the Half-Blood Prince","gaK gHettu baGus.. keRenaN buKu yg sBluMnya. Soo, aq gaK jaDi beLi dee..","2","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"177","Harry Potter and the Half-Blood Prince","Dari semua Harry Potter yang gue baca, cuma buku ke 6 yang 'kurang gue suka'... Kenapa?? Because headmaster is leaving us... :'(","2","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"178","Harry Potter and the Half-Blood Prince","ya, ternyata dia berdarah lumpur juga","2","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"179","Harry Potter and the Half-Blood Prince","dumbledore mati. sangat tidak suka. :'(","1","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"180","Harry Potter and the Half-Blood Prince","Harry Potter and the Half Blood Prince buku k 6 yg saya baca dr karya madam rowling. bingung mw bilang bagus ap g, cz, sblm aq ikut LQ aq selalu deg-degan setiap baca baris per barisnya. tapiii,, skrg udah enggak tUH! anyway, bukunya bagus dari segi penceritaannya tapi isinya (maaf) bersinggungan dg my religi...^_^","1","https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince"
"181","Harry Potter and the Deathly Hallows","Akhirnya selesai juga reread series ini🥺❤. 7 buku yang bikin perasaan naik turun seperti naik roller coaster, definitely worth to reread. Banyak part yang aku baru tau dan paham saat reread juga, mungkin dulu baca pas masih SMP, jadi fokusku hanya ke karakter utamanya saja, kurang memperhatikan detail-detail kecil (Salah satunya adalah scene tentang Hedwig, kaget banget, poor girl :( dulu ga ingat, bahkan di filmnya juga ga ingat😅). Buku ini sangat pas sebagai penutup sebuah cerita, selesai sudah yang jadi konflik dari buku 1nya. Tapi happy ending buku ini dibayar mahal karena menelan banyak korban, dan beberapa karakter favoritku (cry)😭. Aku sangat suka banget sama epilog buku ini, pas mereka udah dewasa dan ngantar anak² mereka buat naik hogwarts express🥺❤. Series ini termasuk series yang layak / harus dibaca kali ya, minimal 1x seumur hidup, paling minim minim minimal lagi nonton aja tuh filmnya kalau tidak mau baca.","5","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"182","Harry Potter and the Deathly Hallows","Finished 2/3 book in one day! Buku 7 ini klimaks sih. Teka-tekinya rapi bgt. You-Know-Who terlalu angkuh untuk mengakui pengetahuannya yg terbatas. Saranku sabar sih baca urut dari buku 1-7 karena sangat terkait dan tiap tokoh punya peran signifikan.","5","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"183","Harry Potter and the Deathly Hallows","SO HARD TO SAY GOODBYE TO THIS SERIES! So many emotions, dan akan menjadi salah satu serial buku terbaik yang pernah kubaca sepanjang masa. Memorable. Tidak akan pernah terlupakan seumur hidup. SAYA SELAMA INI KE MANA AJA, BARU TAHU SERIAL INI TAHUN LALU?","5","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"184","Harry Potter and the Deathly Hallows","Dibaca berulang-ulang, seri ketujuh ini tetap saja sangat keren ck ck ck","5","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"185","Harry Potter and the Deathly Hallows","Ceritanya seru. Mengharukan, menyedihkan, lucu, membuat kesal dan bikin deg deg plas. Semua jadi satu. Tapi, bete banget pas Hedwig mati. Baru juga mulai cerita kok tau2 dibikin mati ama Rowling keparat. [Gw udah sebel ama JK Rowling dari buku 4. Tapi gw tetep suka baca Harry Potter. Love and Hate Relationship gitu lah. :P] Laluuu...pas baca halaman terakhir.... Udah? Gini doang? Kok ga rame gini endingnya. Gag gigit. Gag membuat lega. Berasa banget kalo harusnya bisa dibikin lebih. Baaah...sok tau bener ya gw in... Yah, gitu deh review dari gw.","4","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
"186","Harry Potter and the Deathly Hallows","Baru selesai re-read seri ini dan rasanya udah pengin ngulang lagi. I love it. Dan re-read seri ini bikin saya ngerasa bahwa yang belum baca dan cuma nonton film-nya tuh rugi bener.","4","https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows"
